"insCode","instrumentID","cValMne","lVal18","cSocCSAC","lVal18AFC","lVal30","cIsin","dEven","flow","lSoc30","CGdSVal","cgrValCot","yMarNSC","cComVal","cSecVal","cSoSecVal","yVal"
"18780171241610744","IRX6X73T0006","X73T6","Index Group 73","IDXS","73-اطلاعات ارتباط6","73-اطلاعات و ارتباطات","IRX6X73T0000","20171213","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"18807759244885028","IRO3MSZ94021","MK561","BANK MASKAN","MSKZ","تسه9402","امتیاز تسهیلات مسکن اردیبهشت94","IRO3MSZ94025","20180721","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"18850167694315175","IRR7PLSP0101","PLSX1","Plastiran-R","PLSP","پلاستح","ح.کارخانجات تولیدی پلاستیران","IRR7PLSP0105","20230717","4","کارخانجات تولیدی پلاستیران","A","16","NO","7","25","2520","404"
"18855357827822814","IRXZXMTL0006","XMTL6","IFB Basic Metal","IDXS","فلزات اساسی فرا6","شاخص فلزات اساسی فرابورس","IRXZXMTL0006","20180721","2","شرکت شاخص","I","00","ID","6","X1","X1  ","69"
"18865325633315847","IRT1KATM0001","KATM1","Khaatam ETF","KATM","خاتم","صندوق س خاتم ایساتیس پویا-ثابت","IRT1KATM0008","20230227","1","صندوق س خاتم ایساتیس پویا-ثابت","A","H1","NO","4","68","6812","305"
"18865378787186640","IRO3PSKZ0001","PSKZ1","Khorasan Petro.","PSKZ","خراسان","شرکت پتروشیمی خراسان","IRO3PSKZ0006","20180721","2","شرکت پتروشیمی خراسان","A","Z1","NO","3","44","4412","303"
"18873298877346976","IRR7TDIP0101","TDIX1","ToukaDevelopment-R","TDIP","وتوسکاح","ح.سرمایه گذاری توسعه توکا","IRR7TDIP0103","20210626","4","سرمایه گذاری توسعه توکا","A","P1","NO","7","56","5699","404"
"18883380772506226","IRO3ZNDZ0001","ZNDZ1","Zayandeh Maskan","ZNDZ","ثرود","سرمایه گذاری مسکن زاینده رود","IRO3ZNDZ0008","20230917","2","سرمایه گذاری مسکن زاینده رود","A","1Z","NO","1","70","7010","303"
"18918866105569545","IRO1MSHK0001","MSHK1","Melli Agro.","MSHK","شملی","ملی  شیمی  کشاورز","IRO1MSHK0003","20081126","1","ملی  شیمی  کشاورز","A","N4","NO","4","44","4421","300"
"18919451747622263","IRT3VC110001","VC111","Sarv Paydar VCF-VR","VC11","ویسرو","ص.ج.سرو رشد پایداریکم 50%تادیه","IRT3VC110007","20230903","2","ص.س.جسورانه سرو رشد پایداریکم","A","T1","NO","4","68","6815","305"
"18944852052979320","IRB3FI0205B1","FI021","SaafFilm2MRB270205","FI02","صاف فیلم52","مرابحه صاف فیلم کارون051116","IRB3FI0205B2","20230607","2","صاف فیلم نوین آذربایجان کارون","A","17","NO","4","69","6911","306"
"18982971907252877","IRR7SASP0101","SASX1","Asia Cement-R","SASP","سجامح","ح.مجتمع سیمان غرب آسیا","IRR7SASP0105","20220524","4","مجتمع سیمان غرب آسیا","A","16","NO","7","53","5394","404"
"18990349556980675","IRB3W0180281","W0181","PCC Sepah20231121","W018","گام020815","گواهی اعتبار مولد سپه0208","IRB3W0180284","20230607","2","گواهی اعتبار مولد سپه020830","A","17","NO","4","69","6922","306"
"19004539003883795","IRB3PS020671","PS2Q1","GharbMRB270926","PS02","غرب06","مرابحه پدیده شیمی غرب 14060704","IRB3PS020675","20230607","2","مرابحه پدیده شیمی غرب060704","A","17","NO","4","69","6911","306"
"19024886606470752","IRB4SI4299C1","I42Q1","SOV.IJR4SPCL210314","SI42","اجاد42","اجاره دولت-واجدشرایط خاص991224","IRB4SI4299C0","20221212","2","اجاره دولت-واجدشرایط خاص991224","A","17","NO","4","69","6942","706"
"19027978305388097","IRB3W01401C1","W0141","PCC Refah20230319","W014","گام011213","گواهی اعتبار مولد رفاه0112","IRB3W01401C5","20221212","2","گواهی اعتبار مولد رفاه0112","A","17","NO","4","69","6922","306"
"19040514831923530","IRO1NORI0001","NORI1","NORI Petrochemical","NORI","نوری","پتروشیمی نوری","IRO1NORI0008","20230917","1","پتروشیمی نوری","A","N2","NO","5","44","4411","300"
"19060410060488876","IRT3NNGF0001","NNGF1","NovinNegar ETF","NNGF","طلوع","صندوق س.مشترک نوین نگرآسیا-د","IRT3NNGF0002","20230801","2","ص.س.درآمدثابت نوین نگرآسیا","A","1A","NO","4","68","6812","305"
"19061939728363582","IRO7BK1P0001","BK1P1","Good Exch. Brk.","BK1P","کالا1","کارگزاران بورس کالای ایران","IRO7BK1P0001","20180721","2","کارگزاران بورس کالای ایران","A","11","NO","7","67","6712","309"
"19074684560939209","IRO3MPGZ0001","MPGZ1","Mapna Group","MPGZ","ومپنا","مدیریت نیروگاهی ایرانیان مپنا","IRO3MPGZ0008","20230917","2","مدیریت نیروگاهی ایرانیان مپنا","A","Z1","NO","3","40","4010","303"
"19078737957233566","IRB3BSTZ93A1","BSTQ1","BESAT","BSTZ","بعثت","مشارکت توسعه سه ماهه 20درصد","IRB3BSTZ93A7","20140721","2","مشارکت توسعه سه ماهه 20درصد","A","Z1","NO","4","69","6923","306"
"19106496156354497","IRB3TB7901C1","TB791","TreasuryBill230306","TB79","اخزا904","اسنادخزانه-م4بودجه99-011215","IRB3TB7901C3","20220906","2","اسنادخزانه اسلامی-م4بودجه1399","A","I1","NO","4","69","6940","306"
"19120684319502050","IRR3GAHZ0101","GAHX1","Ghiam AGRI&Husb-R","GAHZ","زقیامح","ح.کشت و دام قیام اصفهان","IRR3GAHZ0104","20220418","2","کشت و دام قیام اصفهان","A","1Z","NO","1","01","0140","403"
"19144924610135716","IRB3GLGZ9621","GLGQ1","Golgohar 20%","GLGZ","گلگهر1","اوراق مشارکت گلگهر 3 ماهه 20%","IRB3GLGZ9628","20221212","2","اوراق مشارکت گلگهر 3 ماهه 20%","A","17","NO","4","69","6923","306"
"19152073029476766","IRO8EFSP0001","EFSP1","Eftekhar Saham INV","EFSP","وفتخار","سرمایه گذاری افتخار سهام","IRO8EFSP0003","20200608","4","سرمایه گذاری افتخار سهام","A","1A","NO","5","56","5699","310"
"19174812964848627","IRR1KVIR0101","KVIX1","SepidFarab Kavir-R","KVIR","کویرح","ح. تولیدی فولاد سپید فراب کویر","IRR1KVIR0104","20210530","1","تولیدی فولاد سپید فراب کویر","A","N2","NO","5","27","2710","400"
"19175365517498084","IRB3TB029561","TB021","IslamicTreasury-B","TB02","اخزا2","اسناد خزانه اسلامی950621","IRB3TB029564","20160410","2","اسناد خزانه اسلامی950621","A","I1","NO","4","69","6940","306"
"19216138630342675","IRR1LSMD0101","LSMX1","Ind. & M. L.-R","LSMD","ولصنمح","ح . لیزینگ صنعت ومعدن","IRR1LSMD0108","20220413","1","لیزینگ صنعت ومعدن","A","N1","NO","3","58","5891","400"
"19219679288446732","IRX6X10T0006","X10T6","Index Group 10","IDXS","10-ذغال سنگ6","10-ذغال سنگ","IRX6X10T0006","20171212","1","شرکت شاخص","I","00","ID","6","X1","X1  ","68"
"19233005675916232","IRB3TB059591","TB051","IslamicTreasury","TB05","اخزا5","اسناد خزانه اسلامی950909","IRB3TB059595","20160410","2","اسناد خزانه اسلامی950909","A","I1","NO","4","69","6940","306"
"19236082741801504","IRR7BPRP0101","BPRX1","Pars Packing-R","BPRP","چبسپاح","ح.بسته  بندی  پارس","IRR7BPRP0108","20190908","4","بسته  بندی  پارس","A","L1","NO","7","21","2102","404"
"19257295292088310","IRO1INDM0001","INDM1","Indamin","INDM","خکمک","کمک فنرایندامین","IRO1INDM0006","20230918","1","کمک فنرایندامین","A","N1","NO","3","34","3430","300"
"19286456074508315","IRO7NKHP0001","NKHP1","Khoy Company","NKHP","نخوی","کارخانجات نساجی خوی","IRO7NKHP0009","20180721","2","کارخانجات نساجی خوی","A","P1","NO","7","17","1711","309"
"19286637942713261","IRR1BDZL0101","BDZX1","Bonyan Diesel-R","BDZL","تدیزلح","ح . بنیان دیزل","IRR1BDZL0102","20081126","1","بنیان دیزل","A","N4","NO","4","29","2911","400"
"19298748452450329","IRO1TRIR0001","TRIR1","Iran Tractor","TRIR","تایرا","تراکتورسازی ایران","IRO1TRIR0009","20230917","1","تراکتورسازی ایران","A","N1","NO","1","29","2921","300"
"19306562798128539","IRR7ARSP0101","ARSX1","Aras Invest","ARSP","وارسح","ح.سرمایه گذاری ارس صبا","IRR7ARSP0106","20210908","4","سرمایه گذاری ارس صبا","A","P1","NO","7","56","5699","404"
"19310456400689867","IRO7IEIP0001","IEIP1","Iran Ind.Eng.Insp.","IEIP","خبازرس","بازرسی مهندسی و صنعتی ایران","IRO7IEIP0003","20230917","4","بازرسی مهندسی و صنعتی ایران","A","P1","NO","7","71","7120","309"
"19346156681228707","IRB4SG2202C1","G22Q1","SOV.GMR22.SP240315","SG22","اراد22","مرابحه عام دولت2-ش.خ لوتوس0212","IRB4SG2202C0","20230607","2","مرابحه عام دولت2-ش.خاص لوتوس","A","17","NO","4","69","6945","706"
"19348717261145458","IRO3HAIZ0001","HAIZ1","Hamoon Saba Inv.","HAIZ","وهامون","سرمایه گذاری هامون صبا","IRO3HAIZ0000","20230917","2","سرمایه گذاری هامون صبا","A","1Z","NO","1","56","5699","303"
"19367527798307032","IRO7ALTP0001","ALTP1","Alumtek","ALTP","فالوم","آلومتک","IRO7ALTP0009","20230917","4","آلومتک","A","P1","NO","7","27","2720","309"
"19422557949258041","IRR3TASZ0101","TASX1","Tapsi-R","TASZ","تپسیح","ح . پیشگامان فن آوری و دانش آر","IRR3TASZ0106","20221120","2","پیشگامان فن آوری و دانش آرامیس","A","ZS","NO","3","72","7220","403"
"19422860143693289","IRO6MSKZ9861","MZ091","Mortgage Right9806","MSKZ","تسه9806","امتیاز تسهیلات مسکن شهریور98","IRO6MSKZ9866","20210630","2","بانک مسکن","A","17","NO","4","59","5910","307"
"19429005738572326","IRR3TLIZ0101","TLIX1","Talise Company-R","TLIZ","تلیسهح","ح . دامداری تلیسه نمونه","IRR3TLIZ0105","20220418","2","دامداری تلیسه نمونه","A","1Z","NO","1","01","0140","403"
"19471788163911687","IRO1NSPS0001","NSPS1","Pars Refract.","NSPS","کفپارس","فرآورده های  نسوز پارس","IRO1NSPS0004","20230917","1","فرآورده های  نسوز پارس","A","N1","NO","3","54","5492","300"
"19475769871065382","IRR7FAFP0101","FAFX1","Foolad Afza-R","FAFP","فافزاح","ح. فولاد افزا سپاهان","IRR7FAFP0105","20180721","4","فولاد افزا سپاهان","A","P1","NO","7","27","2710","404"
"19511179561056679","IRO1OS270001","OS271","Markazi Inv.","OS27","وسمرکز","شرکت س استان مرکزی","IRO1OS270003","20230917","1","شرکت س استان مرکزی","A","N2","NO","5","56","5699","300"
"19528386043823971","IRR1PRMT0101","PRMX1","Permit-R","PRMT","سپرمیح","ح . پرمیت","IRR1PRMT0107","20081126","1","پرمیت","A","N4","NO","4","54","5495","400"
"19587113900259777","IRB4SG990571","G99Q1","SOV.GMR99.SP261015","SG99","اراد99","مرابحه عام دولت99-ش.خ050723","IRB4SG990570","20230607","2","مرابحه عام دولت99-ش.خاص0507","A","17","NO","4","69","6945","706"
"19714491027710210","IRO1BDZL0001","BDZL1","Bonyan Diesel","BDZL","تدیزل","بنیان دیزل","IRO1BDZL0000","20081126","1","بنیان دیزل","A","N4","NO","4","29","2911","300"
"19717343975708874","IRR1PSHZ0101","PSHX1","Shiraz Petr.-R","PSHZ","شیرازح","ح . پتروشیمی شیراز","IRR1PSHZ0105","20220125","1","پتروشیمی شیراز","A","N1","NO","3","44","4412","400"
"19718044721122744","IRR7APAP0101","APAX1","Apadana seram-R","APAP","کپاناح","ح.آپادانا سرام","IRR7APAP0108","20120918","4","آپادانا سرام","A","P1","NO","7","49","4993","404"
"19734078707717188","IRO1KTAK0001","KTAK1","Tak Cable","KTAK","بتک","کابلسازی  تک","IRO1KTAK0001","20111126","1","کابلسازی  تک","A","N2","NO","5","31","3130","300"
"19760719619611064","IRO3Z0580001","Z0581","Kourosh Petr.","Z058","پتروشیمی کوروش","توسعه صنایع پتروشیمی کوروش","IRO3Z0580002","20190601","2","توسعه صنایع پتروشیمی کوروش","A","Z1","NO","5","44","4429","303"
"19765338543451377","IRR1ALAD0101","ALAX1","Alaeddin-R","ALAD","لعلاح","ح . علاالدین","IRR1ALAD0102","20081126","1","علاالدین","A","N4","NO","4","29","2930","400"
"19781077932203326","IRB3GR010511","GR1Q1","GhadirIJR260403","GR01","غدیر05","اجاره غدیرایرانیان14050114","IRB3GR010512","20230607","2","اجاره آهن و فولاد غدیرایرانیان","A","17","NO","4","69","6910","306"
"19789177459170131","IRO7BBKP0001","BBKP1","Test-Fa","PKBZ","پایه","تست  پایه","IRO7BBKP0009","20110525","2","شرکت پتروشیمی امیرکبیر","A","P1","NO","1","44","4411","309"
"19815688231421128","IRO3Z0710001","Z0711","Yazd meat","Z071","گوشت یزد","گوشت یزد","IRO3Z0710005","20220108","2","گوشت یزد","A","Z1","NO","5","01","0141","303"
"19828734979381742","IRT3ALAF0001","ALAF1","Ala ETF","ALAF","آلا","صندوق س.اعتماد ارغوان-د","IRT3ALAF0005","20230709","2","ص.س.درآمد ثابت اعتماد ارغوان","A","1A","NO","4","68","6812","305"
"19839750988634567","IRO7KARP0001","KARP1","Karafarin Insur.","KARP","وآفری","بیمه کارآفرین","IRO7KARP0002","20230527","4","بیمه کارآفرین","A","P1","NO","7","66","6603","309"
"19853987870179776","IRR1BPAR0101","BPAX1","Parsian Bank-R","BPAR","وپارسح","ح . بانک پارسیان","IRR1BPAR0101","20200929","1","بانک پارسیان","A","N2","NO","5","57","5719","400"
"19902029193133981","IRO3Z0470001","Z0471","Omid Mineral IND.","Z047","صنایع امید","توسعه صنایع معدنی امید","IRO3Z0470006","20180721","2","توسعه صنایع معدنی امید","A","Z1","NO","5","56","5699","303"
"19920168236103182","IRO3MSZ96101","MK881","Mortgage Right9610","MSKZ","تسه9610","امتیاز تسهیلات مسکن دی96","IRO3MSZ96103","20180721","2","بانک مسکن","A","Z1","NO","4","59","5910","303"
"19926062373976914","IRB3SBSZ9721","SBSQ1","Ghaed Basir 20%","SBSZ","صبصیر","اوراق اجاره قائدبصیر 3ماهه 20%","IRB3SBSZ9721","20180721","2","اوراق اجاره قائدبصیر 3ماهه 20%","A","Z1","NO","4","69","6910","306"
"19943335952094762","IRO1PSLN0001","PSLN1","Parsylon","PSLN","شیلون","پارسیلون","IRO1PSLN0001","20081126","1","پارسیلون","A","N4","NO","4","44","4430","300"
"19954896371640204","IRO7ZMNP0001","ZMNP1","Iran Zamin Bank","ZMNP","وزمین","بانک ایران زمین","IRO7ZMNP0005","20230917","4","بانک ایران زمین","A","L1","NO","7","57","5719","309"
"19990581743778955","IRO1MDAR0001","MDAR1","Madar Invest.","MDAR","مدار","س. مدیریت سرمایه مدار","IRO1MDAR0000","20230917","1","س. مدیریت سرمایه مدار","A","N2","NO","5","56","5699","300"
"20004676410599645","IRR1DRIN0101","DRIX1","Kashan Dorrin-R","DRIN","کدریح","ح . درین  کاشان","IRR1DRIN0103","20081126","1","درین  کاشان","A","N4","NO","4","14","1421","400"
"20024911381434086","IRO1KIMI0001","KIMI1","Chimidarou","KIMI","دکیمی","کیمیدارو","IRO1KIMI0004","20230917","1","کیمیدارو","A","N1","NO","3","43","4323","300"
"20034264486679145","IRO7SASP0001","SASP1","Asia Cement","SASP","سجام","مجتمع سیمان غرب آسیا","IRO7SASP0003","20230715","4","مجتمع سیمان غرب آسیا","A","P1","NO","7","53","5394","309"
"20044076668988655","IRR1ARDK0101","ARDX1","Ardekan Ceramic-R","ARDK","کسراح","ح . سرامیک های صنعتی اردکان","IRR1ARDK0104","20230114","1","سرامیک های صنعتی اردکان","A","N1","NO","1","54","5491","400"
"20069240924792138","IRB4SG7001C1","G70Q1","SOV.GMR70.SP230226","SG70","اراد70","مرابحه عام دولت70-ش.خ0112","IRB4SG7001C1","20221212","2","مرابحه عام دولت70-ش.خاص0112","A","17","NO","4","69","6945","706"
"20082736855988443","IRB4SG530271","G53Q1","SOV.GMR53.SP231017","SG53","اراد53","مرابحه عام دولت5-ش.خ 0207","IRB4SG530277","20230607","2","مرابحه عام دولت5-شرایط خاص0207","A","17","NO","4","69","6945","706"
"20133434564923831","IRO6MSKZ00A1","MZ371","Mortgage Right0010","MSKZ","تسه0010","امتیازتسهیلات مسکن دی1400","IRO6MSKZ00A6","20230717","2","بانک مسکن","A","M1","NO","4","59","5910","307"
